faction,section,unit,cost_tier,models,points,version
chaos-space-marines,UNITS,CHOSEN,YOUR 1ST UNIT COSTS,5,125,v1.0
chaos-space-marines,UNITS,CHOSEN,YOUR 1ST UNIT COSTS,10,250,v1.0
chaos-space-marines,UNITS,CHOSEN,YOUR 2ND + UNIT COSTS,5,135,v1.0
chaos-space-marines,UNITS,CHOSEN,YOUR 2ND + UNIT COSTS,10,260,v1.0
chaos-space-marines,UNITS,CULTIST FIREBRAND,YOUR 1ST TO 2ND UNITS COST,1,45,v1.0
chaos-space-marines,UNITS,CULTIST FIREBRAND,YOUR 3RD + UNIT COSTS,1,50,v1.0
chaos-space-marines,UNITS,CULTIST MOB,YOUR UNIT COSTS,10,50,v1.0
chaos-space-marines,UNITS,CULTIST MOB,YOUR UNIT COSTS,20,90,v1.0
chaos-space-marines,UNITS,CYPHER,YOUR UNIT COSTS,1,90,v1.0
chaos-space-marines,UNITS,DARK APOSTLE,YOUR UNIT COSTS,3,65,v1.0
chaos-space-marines,UNITS,DARK COMMUNE,YOUR 1ST UNIT COSTS,5,90,v1.0
chaos-space-marines,UNITS,DARK COMMUNE,YOUR 2ND + UNIT COSTS,5,100,v1.0
chaos-space-marines,UNITS,DEFILER,YOUR 1ST UNIT COSTS,1,300,v1.0
chaos-space-marines,UNITS,DEFILER,YOUR 2ND + UNIT COSTS,1,330,v1.0
chaos-space-marines,UNITS,DEFILER,WARGEAR OPTIONS,,10,v1.0
chaos-space-marines,UNITS,DEFILER,WARGEAR OPTIONS,,10,v1.0
chaos-space-marines,UNITS,FABIUS BILE,YOUR UNIT COSTS,2,100,v1.0
chaos-space-marines,UNITS,FELLGOR BEASTMEN,YOUR UNIT COSTS,10,60,v1.0
chaos-space-marines,UNITS,FORGEFIEND,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
chaos-space-marines,UNITS,FORGEFIEND,YOUR 3RD + UNIT COSTS,1,170,v1.0
chaos-space-marines,UNITS,FORGEFIEND,WARGEAR OPTIONS,,5,v1.0
chaos-space-marines,UNITS,HAARKEN WORLDCLAIMER,YOUR UNIT COSTS,1,90,v1.0
chaos-space-marines,UNITS,HAVOCS,YOUR 1ST TO 2ND UNITS COST,5,125,v1.0
chaos-space-marines,UNITS,HAVOCS,YOUR 3RD + UNIT COSTS,5,135,v1.0
chaos-space-marines,UNITS,HELBRUTE,YOUR UNIT COSTS,1,130,v1.0
chaos-space-marines,UNITS,HELDRAKE,YOUR UNIT COSTS,1,175,v1.0
chaos-space-marines,UNITS,HERETIC ASTARTES DAEMON PRINCE,YOUR UNIT COSTS,1,165,v1.0
chaos-space-marines,UNITS,HERETIC ASTARTES DAEMON PRINCE WITH WINGS,YOUR UNIT COSTS,1,180,v1.0
chaos-space-marines,UNITS,HURON BLACKHEART,YOUR UNIT COSTS,1,120,v1.0
chaos-space-marines,UNITS,KHORNE LORD OF SKULLS,YOUR 1ST UNIT COSTS,1,450,v1.0
chaos-space-marines,UNITS,KHORNE LORD OF SKULLS,YOUR 2ND + UNIT COSTS,1,475,v1.0
chaos-space-marines,UNITS,KRAVEK MORNE,YOUR UNIT COSTS,1,120,v1.0
chaos-space-marines,UNITS,LEGIONARIES,YOUR UNIT COSTS,5,90,v1.0
chaos-space-marines,UNITS,LEGIONARIES,YOUR UNIT COSTS,10,170,v1.0
chaos-space-marines,UNITS,LORD DISCORDANT ON HELSTALKER,YOUR UNIT COSTS,1,160,v1.0
chaos-space-marines,UNITS,MASTER OF EXECUTIONS,YOUR UNIT COSTS,1,70,v1.0
chaos-space-marines,UNITS,MASTER OF POSSESSION,YOUR UNIT COSTS,1,60,v1.0
chaos-space-marines,UNITS,MASTERS OF THE MAELSTROM,YOUR UNIT COSTS,5,135,v1.0
chaos-space-marines,UNITS,MAULERFIEND,YOUR UNIT COSTS,1,130,v1.0
chaos-space-marines,UNITS,MUTILATORS,YOUR 1ST TO 2ND UNITS COST,3,180,v1.0
chaos-space-marines,UNITS,MUTILATORS,YOUR 3RD + UNIT COSTS,3,190,v1.0
chaos-space-marines,UNITS,NEMESIS CLAW,YOUR UNIT COSTS,5,110,v1.0
chaos-space-marines,UNITS,NEMESIS CLAW,YOUR UNIT COSTS,10,190,v1.0
chaos-space-marines,UNITS,NOCTILITH CROWN,YOUR UNIT COSTS,1,125,v1.0
chaos-space-marines,UNITS,OBLITERATORS,YOUR 1ST TO 2ND UNITS COST,2,160,v1.0
chaos-space-marines,UNITS,OBLITERATORS,YOUR 3RD + UNIT COSTS,2,170,v1.0
chaos-space-marines,UNITS,POSSESSED,YOUR 1ST TO 2ND UNITS COST,5,120,v1.0
chaos-space-marines,UNITS,POSSESSED,YOUR 1ST TO 2ND UNITS COST,10,250,v1.0
chaos-space-marines,UNITS,POSSESSED,YOUR 3RD + UNIT COSTS,5,130,v1.0
chaos-space-marines,UNITS,POSSESSED,YOUR 3RD + UNIT COSTS,10,260,v1.0
chaos-space-marines,UNITS,RAPTORS,YOUR 1ST TO 2ND UNITS COST,5,110,v1.0
chaos-space-marines,UNITS,RAPTORS,YOUR 1ST TO 2ND UNITS COST,10,210,v1.0
chaos-space-marines,UNITS,RAPTORS,YOUR 3RD + UNIT COSTS,5,120,v1.0
chaos-space-marines,UNITS,RAPTORS,YOUR 3RD + UNIT COSTS,10,220,v1.0
chaos-space-marines,UNITS,RED CORSAIRS RAIDERS,YOUR 1ST TO 2ND UNITS COST,5,110,v1.0
chaos-space-marines,UNITS,RED CORSAIRS RAIDERS,YOUR 1ST TO 2ND UNITS COST,10,210,v1.0
chaos-space-marines,UNITS,RED CORSAIRS RAIDERS,YOUR 3RD + UNIT COSTS,5,120,v1.0
chaos-space-marines,UNITS,RED CORSAIRS RAIDERS,YOUR 3RD + UNIT COSTS,10,220,v1.0
chaos-space-marines,UNITS,RED CORSAIRS REAVE-CAPTAIN,YOUR UNIT COSTS,1,70,v1.0
chaos-space-marines,UNITS,SORCERER,YOUR UNIT COSTS,1,60,v1.0
chaos-space-marines,UNITS,SORCERER IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,80,v1.0
chaos-space-marines,UNITS,TRAITOR ENFORCER,YOUR UNIT COSTS,2,70,v1.0
chaos-space-marines,UNITS,TRAITOR GUARDSMEN SQUAD,YOUR UNIT COSTS,10,70,v1.0
chaos-space-marines,UNITS,VASHTORR THE ARKIFANE,YOUR UNIT COSTS,1,205,v1.0
chaos-space-marines,UNITS,VENOMCRAWLER,YOUR 1ST TO 2ND UNITS COST,1,110,v1.0
chaos-space-marines,UNITS,VENOMCRAWLER,YOUR 3RD + UNIT COSTS,1,120,v1.0
chaos-space-marines,UNITS,WARPSMITH,YOUR UNIT COSTS,1,60,v1.0
chaos-space-marines,UNITS,WARP TALONS,YOUR 1ST TO 2ND UNITS COST,5,125,v1.0
chaos-space-marines,UNITS,WARP TALONS,YOUR 1ST TO 2ND UNITS COST,10,280,v1.0
chaos-space-marines,UNITS,WARP TALONS,YOUR 3RD + UNIT COSTS,5,135,v1.0
chaos-space-marines,UNITS,WARP TALONS,YOUR 3RD + UNIT COSTS,10,290,v1.0
chaos-titan-legions,UNITS,CHAOS REAVER TITAN,YOUR UNIT COSTS,1,2200,v1.0
chaos-titan-legions,UNITS,CHAOS WARBRINGER NEMESIS TITAN,YOUR UNIT COSTS,1,2600,v1.0
chaos-titan-legions,UNITS,CHAOS WARHOUND TITAN,YOUR UNIT COSTS,1,1100,v1.0
chaos-titan-legions,UNITS,CHAOS WARLORD TITAN,YOUR UNIT COSTS,1,3500,v1.0
dark-angels,UNITS,ASMODAI,YOUR UNIT COSTS,1,70,v1.0
dark-angels,UNITS,AZRAEL,YOUR UNIT COSTS,1,140,v1.0
dark-angels,UNITS,BELIAL,YOUR UNIT COSTS,1,75,v1.0
dark-angels,UNITS,DEATHWING KNIGHTS,YOUR 1ST UNIT COSTS,5,240,v1.0
dark-angels,UNITS,DEATHWING KNIGHTS,YOUR 2ND + UNIT COSTS,5,260,v1.0
dark-angels,UNITS,DEATHWING TERMINATOR SQUAD,YOUR UNIT COSTS,5,165,v1.0
dark-angels,UNITS,DEATHWING TERMINATOR SQUAD,YOUR UNIT COSTS,10,330,v1.0
dark-angels,UNITS,EZEKIEL,YOUR UNIT COSTS,1,75,v1.0
dark-angels,UNITS,INNER CIRCLE COMPANIONS,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
dark-angels,UNITS,INNER CIRCLE COMPANIONS,YOUR 1ST TO 2ND UNITS COST,6,170,v1.0
dark-angels,UNITS,INNER CIRCLE COMPANIONS,YOUR 3RD + UNIT COSTS,3,90,v1.0
dark-angels,UNITS,INNER CIRCLE COMPANIONS,YOUR 3RD + UNIT COSTS,6,180,v1.0
dark-angels,UNITS,LAND SPEEDER VENGEANCE,YOUR 1ST TO 2ND UNITS COST,1,120,v1.0
dark-angels,UNITS,LAND SPEEDER VENGEANCE,YOUR 3RD + UNIT COSTS,1,130,v1.0
dark-angels,UNITS,LAZARUS,YOUR UNIT COSTS,1,70,v1.0
dark-angels,UNITS,LION EL’JONSON,YOUR UNIT COSTS,1,285,v1.0
dark-angels,UNITS,NEPHILIM JETFIGHTER,YOUR UNIT COSTS,1,195,v1.0
dark-angels,UNITS,RAVENWING BLACK KNIGHTS,YOUR 1ST TO 2ND UNITS COST,3,75,v1.0
dark-angels,UNITS,RAVENWING BLACK KNIGHTS,YOUR 1ST TO 2ND UNITS COST,6,150,v1.0
dark-angels,UNITS,RAVENWING BLACK KNIGHTS,YOUR 3RD + UNIT COSTS,3,85,v1.0
dark-angels,UNITS,RAVENWING BLACK KNIGHTS,YOUR 3RD + UNIT COSTS,6,160,v1.0
dark-angels,UNITS,RAVENWING COMMAND SQUAD,YOUR 1ST TO 2ND UNITS COST,3,115,v1.0
dark-angels,UNITS,RAVENWING COMMAND SQUAD,YOUR 3RD + UNIT COSTS,3,125,v1.0
dark-angels,UNITS,RAVENWING DARKSHROUD,YOUR UNIT COSTS,1,80,v1.0
dark-angels,UNITS,RAVENWING DARK TALON,YOUR UNIT COSTS,1,200,v1.0
dark-angels,UNITS,SAMMAEL,YOUR UNIT COSTS,1,105,v1.0
dark-angels,SPACE MARINES,AGGRESSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
dark-angels,SPACE MARINES,AGGRESSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,180,v1.0
dark-angels,SPACE MARINES,AGGRESSOR SQUAD,YOUR 3RD + UNIT COSTS,3,100,v1.0
dark-angels,SPACE MARINES,AGGRESSOR SQUAD,YOUR 3RD + UNIT COSTS,6,190,v1.0
dark-angels,SPACE MARINES,ANCIENT,YOUR UNIT COSTS,1,40,v1.0
dark-angels,SPACE MARINES,ANCIENT IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,65,v1.0
dark-angels,SPACE MARINES,APOTHECARY,YOUR UNIT COSTS,1,40,v1.0
dark-angels,SPACE MARINES,APOTHECARY BIOLOGIS,YOUR UNIT COSTS,1,70,v1.0
dark-angels,SPACE MARINES,ASSAULT INTERCESSOR SQUAD,YOUR UNIT COSTS,5,75,v1.0
dark-angels,SPACE MARINES,ASSAULT INTERCESSOR SQUAD,YOUR UNIT COSTS,10,150,v1.0
dark-angels,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
dark-angels,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,10,160,v1.0
dark-angels,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,5,95,v1.0
dark-angels,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,10,170,v1.0
dark-angels,SPACE MARINES,ASTRAEUS,YOUR 1ST UNIT COSTS,1,525,v1.0
dark-angels,SPACE MARINES,ASTRAEUS,YOUR 2ND + UNIT COSTS,1,575,v1.0
dark-angels,SPACE MARINES,BALLISTUS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
dark-angels,SPACE MARINES,BALLISTUS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
dark-angels,SPACE MARINES,BLADEGUARD ANCIENT,YOUR UNIT COSTS,1,40,v1.0
dark-angels,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
dark-angels,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
dark-angels,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,3,90,v1.0
dark-angels,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,6,170,v1.0
dark-angels,SPACE MARINES,BRUTALIS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
dark-angels,SPACE MARINES,BRUTALIS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
dark-angels,SPACE MARINES,CAPTAIN,YOUR UNIT COSTS,1,80,v1.0
dark-angels,SPACE MARINES,CAPTAIN IN GRAVIS ARMOUR,YOUR UNIT COSTS,1,80,v1.0
dark-angels,SPACE MARINES,CAPTAIN IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,70,v1.0
dark-angels,SPACE MARINES,CAPTAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,85,v1.0
dark-angels,SPACE MARINES,CAPTAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
dark-angels,SPACE MARINES,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,3,150,v1.0
dark-angels,SPACE MARINES,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,6,300,v1.0
dark-angels,SPACE MARINES,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,3,175,v1.0
dark-angels,SPACE MARINES,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,6,350,v1.0
dark-angels,SPACE MARINES,CHAPLAIN,YOUR UNIT COSTS,1,60,v1.0
dark-angels,SPACE MARINES,CHAPLAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,75,v1.0
dark-angels,SPACE MARINES,CHAPLAIN ON BIKE,YOUR UNIT COSTS,1,70,v1.0
dark-angels,SPACE MARINES,CHAPLAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
dark-angels,SPACE MARINES,COMPANY HEROES,YOUR UNIT COSTS,4,105,v1.0
dark-angels,SPACE MARINES,DESOLATION SQUAD,YOUR 1ST UNIT COSTS,5,180,v1.0
dark-angels,SPACE MARINES,DESOLATION SQUAD,YOUR 2ND + UNIT COSTS,5,210,v1.0
dark-angels,SPACE MARINES,DEVASTATOR SQUAD,YOUR UNIT COSTS,5,120,v1.0
dark-angels,SPACE MARINES,DEVASTATOR SQUAD,YOUR UNIT COSTS,10,200,v1.0
dark-angels,SPACE MARINES,DREADNOUGHT,YOUR UNIT COSTS,1,135,v1.0
dark-angels,SPACE MARINES,DROP POD,YOUR UNIT COSTS,1,70,v1.0
dark-angels,SPACE MARINES,ELIMINATOR SQUAD,YOUR UNIT COSTS,3,75,v1.0
dark-angels,SPACE MARINES,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
dark-angels,SPACE MARINES,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,180,v1.0
dark-angels,SPACE MARINES,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,3,100,v1.0
dark-angels,SPACE MARINES,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,6,190,v1.0
dark-angels,SPACE MARINES,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 1ST TO 2ND UNITS COST,3,70,v1.0
dark-angels,SPACE MARINES,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 3RD + UNIT COSTS,3,80,v1.0
dark-angels,SPACE MARINES,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,1,75,v1.0
dark-angels,SPACE MARINES,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,2,150,v1.0
dark-angels,SPACE MARINES,GLADIATOR LANCER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
dark-angels,SPACE MARINES,GLADIATOR LANCER,YOUR 3RD + UNIT COSTS,1,170,v1.0
dark-angels,SPACE MARINES,GLADIATOR REAPER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
dark-angels,SPACE MARINES,GLADIATOR REAPER,YOUR 3RD + UNIT COSTS,1,170,v1.0
dark-angels,SPACE MARINES,GLADIATOR VALIANT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
dark-angels,SPACE MARINES,GLADIATOR VALIANT,YOUR 3RD + UNIT COSTS,1,160,v1.0
dark-angels,SPACE MARINES,HAMMERFALL BUNKER,YOUR UNIT COSTS,1,175,v1.0
dark-angels,SPACE MARINES,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,5,100,v1.0
dark-angels,SPACE MARINES,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,10,200,v1.0
dark-angels,SPACE MARINES,HELLBLASTER SQUAD,YOUR UNIT COSTS,5,110,v1.0
dark-angels,SPACE MARINES,HELLBLASTER SQUAD,YOUR UNIT COSTS,10,220,v1.0
dark-angels,SPACE MARINES,IMPULSOR,YOUR UNIT COSTS,1,80,v1.0
dark-angels,SPACE MARINES,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,120,v1.0
dark-angels,SPACE MARINES,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,240,v1.0
dark-angels,SPACE MARINES,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,3,135,v1.0
dark-angels,SPACE MARINES,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,6,255,v1.0
dark-angels,SPACE MARINES,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
dark-angels,SPACE MARINES,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,150,v1.0
dark-angels,SPACE MARINES,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,5,95,v1.0
dark-angels,SPACE MARINES,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,10,160,v1.0
dark-angels,SPACE MARINES,INFERNUS SQUAD,YOUR UNIT COSTS,5,85,v1.0
dark-angels,SPACE MARINES,INFERNUS SQUAD,YOUR UNIT COSTS,10,170,v1.0
dark-angels,SPACE MARINES,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,110,v1.0
dark-angels,SPACE MARINES,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,180,v1.0
dark-angels,SPACE MARINES,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,5,120,v1.0
dark-angels,SPACE MARINES,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,10,190,v1.0
dark-angels,SPACE MARINES,INTERCESSOR SQUAD,YOUR UNIT COSTS,5,80,v1.0
dark-angels,SPACE MARINES,INTERCESSOR SQUAD,YOUR UNIT COSTS,10,150,v1.0
dark-angels,SPACE MARINES,INVADER ATV,YOUR UNIT COSTS,1,60,v1.0
dark-angels,SPACE MARINES,INVICTOR TACTICAL WARSUIT,YOUR UNIT COSTS,1,125,v1.0
dark-angels,SPACE MARINES,JUDICIAR,YOUR UNIT COSTS,1,55,v1.0
dark-angels,SPACE MARINES,LAND RAIDER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
dark-angels,SPACE MARINES,LAND RAIDER,YOUR 3RD + UNIT COSTS,1,240,v1.0
dark-angels,SPACE MARINES,LAND RAIDER CRUSADER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
dark-angels,SPACE MARINES,LAND RAIDER CRUSADER,YOUR 3RD + UNIT COSTS,1,240,v1.0
dark-angels,SPACE MARINES,LAND RAIDER REDEEMER,YOUR 1ST TO 2ND UNITS COST,1,250,v1.0
dark-angels,SPACE MARINES,LAND RAIDER REDEEMER,YOUR 3RD + UNIT COSTS,1,270,v1.0
dark-angels,SPACE MARINES,LAND SPEEDER,YOUR 1ST TO 2ND UNITS COST,1,95,v1.0
dark-angels,SPACE MARINES,LAND SPEEDER,YOUR 3RD + UNIT COSTS,1,105,v1.0
dark-angels,SPACE MARINES,LIBRARIAN,YOUR UNIT COSTS,1,60,v1.0
dark-angels,SPACE MARINES,LIBRARIAN IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,70,v1.0
dark-angels,SPACE MARINES,LIBRARIAN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,75,v1.0
dark-angels,SPACE MARINES,LIEUTENANT,YOUR UNIT COSTS,1,45,v1.0
dark-angels,SPACE MARINES,LIEUTENANT IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,45,v1.0
dark-angels,SPACE MARINES,LIEUTENANT IN REIVER ARMOUR,YOUR UNIT COSTS,1,45,v1.0
dark-angels,SPACE MARINES,LIEUTENANT WITH COMBI-WEAPON,YOUR UNIT COSTS,1,85,v1.0
dark-angels,SPACE MARINES,OUTRIDER SQUAD,YOUR UNIT COSTS,3,70,v1.0
dark-angels,SPACE MARINES,OUTRIDER SQUAD,YOUR UNIT COSTS,6,140,v1.0
dark-angels,SPACE MARINES,OUTRIDER SQUAD,YOUR UNIT COSTS,1,60,v1.0
dark-angels,SPACE MARINES,PREDATOR ANNIHILATOR,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
dark-angels,SPACE MARINES,PREDATOR ANNIHILATOR,YOUR 3RD + UNIT COSTS,1,145,v1.0
dark-angels,SPACE MARINES,PREDATOR DESTRUCTOR,YOUR 1ST TO 2ND UNITS COST,1,140,v1.0
dark-angels,SPACE MARINES,PREDATOR DESTRUCTOR,YOUR 3RD + UNIT COSTS,1,150,v1.0
dark-angels,SPACE MARINES,RAZORBACK,YOUR UNIT COSTS,1,95,v1.0
dark-angels,SPACE MARINES,REDEMPTOR DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,195,v1.0
dark-angels,SPACE MARINES,REDEMPTOR DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,210,v1.0
dark-angels,SPACE MARINES,REDEMPTOR DREADNOUGHT,WARGEAR OPTIONS,,10,v1.0
dark-angels,SPACE MARINES,REIVER SQUAD,YOUR UNIT COSTS,5,75,v1.0
dark-angels,SPACE MARINES,REIVER SQUAD,YOUR UNIT COSTS,10,150,v1.0
dark-angels,SPACE MARINES,REPULSOR,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
dark-angels,SPACE MARINES,REPULSOR,YOUR 3RD + UNIT COSTS,1,190,v1.0
dark-angels,SPACE MARINES,REPULSOR EXECUTIONER,YOUR 1ST TO 2ND UNITS COST,1,230,v1.0
dark-angels,SPACE MARINES,REPULSOR EXECUTIONER,YOUR 3RD + UNIT COSTS,1,250,v1.0
dark-angels,SPACE MARINES,RHINO,YOUR UNIT COSTS,1,75,v1.0
dark-angels,SPACE MARINES,SCOUT SQUAD,YOUR 1ST TO 2ND UNITS COST,5,65,v1.0
dark-angels,SPACE MARINES,SCOUT SQUAD,YOUR 1ST TO 2ND UNITS COST,10,120,v1.0
dark-angels,SPACE MARINES,SCOUT SQUAD,YOUR 3RD + UNIT COSTS,5,75,v1.0
dark-angels,SPACE MARINES,SCOUT SQUAD,YOUR 3RD + UNIT COSTS,10,130,v1.0
dark-angels,SPACE MARINES,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,5,100,v1.0
dark-angels,SPACE MARINES,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,10,190,v1.0
dark-angels,SPACE MARINES,STORMHAWK INTERCEPTOR,YOUR UNIT COSTS,1,155,v1.0
dark-angels,SPACE MARINES,STORMRAVEN GUNSHIP,YOUR 1ST UNIT COSTS,1,280,v1.0
dark-angels,SPACE MARINES,STORMRAVEN GUNSHIP,YOUR 2ND + UNIT COSTS,1,300,v1.0
dark-angels,SPACE MARINES,STORM SPEEDER HAILSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,105,v1.0
dark-angels,SPACE MARINES,STORM SPEEDER HAILSTRIKE,YOUR 3RD + UNIT COSTS,1,115,v1.0
dark-angels,SPACE MARINES,STORM SPEEDER HAMMERSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,130,v1.0
dark-angels,SPACE MARINES,STORM SPEEDER HAMMERSTRIKE,YOUR 3RD + UNIT COSTS,1,140,v1.0
dark-angels,SPACE MARINES,STORM SPEEDER THUNDERSTRIKE,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
dark-angels,SPACE MARINES,STORM SPEEDER THUNDERSTRIKE,YOUR 3RD + UNIT COSTS,1,145,v1.0
dark-angels,SPACE MARINES,STORMTALON GUNSHIP,YOUR UNIT COSTS,1,165,v1.0
dark-angels,SPACE MARINES,SUPPRESSOR SQUAD,YOUR UNIT COSTS,3,75,v1.0
dark-angels,SPACE MARINES,TACTICAL SQUAD,YOUR UNIT COSTS,10,140,v1.0
dark-angels,SPACE MARINES,TECHMARINE,YOUR UNIT COSTS,1,55,v1.0
dark-angels,SPACE MARINES,TERMINATOR ASSAULT SQUAD,YOUR UNIT COSTS,5,155,v1.0
dark-angels,SPACE MARINES,TERMINATOR ASSAULT SQUAD,YOUR UNIT COSTS,10,310,v1.0
dark-angels,SPACE MARINES,TERMINATOR ASSAULT SQUAD,WARGEAR OPTIONS,,5,v1.0
dark-angels,SPACE MARINES,TERMINATOR SQUAD,YOUR UNIT COSTS,5,160,v1.0
dark-angels,SPACE MARINES,TERMINATOR SQUAD,YOUR UNIT COSTS,10,320,v1.0
dark-angels,SPACE MARINES,THUNDERHAWK GUNSHIP,YOUR UNIT COSTS,1,840,v1.0
dark-angels,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,5,100,v1.0
dark-angels,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,10,200,v1.0
dark-angels,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,5,110,v1.0
dark-angels,SPACE MARINES,VANGUARD VETERAN SQUAD WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,10,210,v1.0
dark-angels,SPACE MARINES,VINDICATOR,YOUR 1ST TO 2ND UNITS COST,1,185,v1.0
dark-angels,SPACE MARINES,VINDICATOR,YOUR 3RD + UNIT COSTS,1,200,v1.0
dark-angels,SPACE MARINES,WHIRLWIND,YOUR 1ST UNIT COSTS,1,175,v1.0
dark-angels,SPACE MARINES,WHIRLWIND,YOUR 2ND + UNIT COSTS,1,195,v1.0
death-guard,UNITS,BIOLOGUS PUTRIFIER,YOUR UNIT COSTS,1,60,v1.0
death-guard,UNITS,BLIGHTLORD TERMINATORS,YOUR UNIT COSTS,3,115,v1.0
death-guard,UNITS,BLIGHTLORD TERMINATORS,YOUR UNIT COSTS,5,185,v1.0
death-guard,UNITS,BLIGHTLORD TERMINATORS,YOUR UNIT COSTS,10,370,v1.0
death-guard,UNITS,CHAOS LAND RAIDER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
death-guard,UNITS,CHAOS LAND RAIDER,YOUR 3RD + UNIT COSTS,1,240,v1.0
death-guard,UNITS,CHAOS PREDATOR ANNIHILATOR,YOUR 1ST TO 2ND UNITS COST,1,135,v1.0
death-guard,UNITS,CHAOS PREDATOR ANNIHILATOR,YOUR 3RD + UNIT COSTS,1,145,v1.0
