weapon_name,wiki_title,wiki_url,confidence,notes
Incendine igniter,,,needs_check,not in report anchor set; resolve via live wiki API
Incendium cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Incinerator,,,needs_check,not in report anchor set; resolve via live wiki API
Infernal Flames,,,needs_check,not in report anchor set; resolve via live wiki API
Infernal Gateway,,,skip,psychic power / structural / limb profile
Infernal Gaze,,,skip,psychic power / structural / limb profile
Infernal cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Inferno bolt pistol,Bolt Pistol,https://warhammer40k.fandom.com/wiki/Bolt_Pistol,base_fallback,stripped prefix: inferno
Inferno boltgun,Bolter,https://warhammer40k.fandom.com/wiki/Bolter,base_fallback,stripped prefix: inferno
Inferno cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Inferno combi-bolter,,,needs_check,not in report anchor set; resolve via live wiki API
Inferno combi-weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Inferno gun,,,needs_check,not in report anchor set; resolve via live wiki API
Inferno heavy bolter,Heavy Bolter,https://warhammer40k.fandom.com/wiki/Heavy_Bolter,base_fallback,stripped prefix: inferno
Inferno lance,,,needs_check,not in report anchor set; resolve via live wiki API
Inferno pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Infernus,,,needs_check,not in report anchor set; resolve via live wiki API
Infernus cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Infernus firepike,,,needs_check,not in report anchor set; resolve via live wiki API
Infernus heavy bolter,Heavy Bolter,https://warhammer40k.fandom.com/wiki/Heavy_Bolter,base_fallback,stripped prefix: infernus
Infernus incinerator,,,needs_check,not in report anchor set; resolve via live wiki API
Injector goad,,,needs_check,not in report anchor set; resolve via live wiki API
Injector pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Inquisitorial melee weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Instigator bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Interceptor lance,,,needs_check,not in report anchor set; resolve via live wiki API
Invictor fist,,,needs_check,not in report anchor set; resolve via live wiki API
Invictus,,,needs_check,not in report anchor set; resolve via live wiki API
Ion accelerator,,,needs_check,not in report anchor set; resolve via live wiki API
Ion beamer,,,needs_check,not in report anchor set; resolve via live wiki API
Ion blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Ion cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ion rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Ion scattercannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ionic discharge cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Iron Priest hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Iron claw,,,needs_check,not in report anchor set; resolve via live wiki API
Ironhail heavy stubber,Heavy Stubber,https://warhammer40k.fandom.com/wiki/Heavy_Stubber,base_fallback,stripped prefix: ironhail
Ironhail skytalon array,,,needs_check,not in report anchor set; resolve via live wiki API
Ironstorm missile pod,,,needs_check,not in report anchor set; resolve via live wiki API
Ironstrider feet,,,skip,psychic power / structural / limb profile
Isirmathil,,,needs_check,not in report anchor set; resolve via live wiki API
Jagged claws and tusked maw,,,needs_check,not in report anchor set; resolve via live wiki API
Javelin missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Jericho-class conversion resonator,,,needs_check,not in report anchor set; resolve via live wiki API
Jester’s blade,,,needs_check,not in report anchor set; resolve via live wiki API
Jindarii tox-cycler,,,needs_check,not in report anchor set; resolve via live wiki API
Jokaero weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Juggernaut’s bladed horn,,,needs_check,not in report anchor set; resolve via live wiki API
Kalamandra’s bite,,,needs_check,not in report anchor set; resolve via live wiki API
Kan klaw,,,needs_check,not in report anchor set; resolve via live wiki API
Kan shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Karacnos mortar battery,,,needs_check,not in report anchor set; resolve via live wiki API
Kastelan fist,,,needs_check,not in report anchor set; resolve via live wiki API
Kastelan phosphor blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Kataphron plasma culverin,,,needs_check,not in report anchor set; resolve via live wiki API
Kha-vir,,,needs_check,not in report anchor set; resolve via live wiki API
Kharybdis storm launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Kheres-pattern assault cannon,Assault Cannon,https://warhammer40k.fandom.com/wiki/Assault_Cannon,base_fallback,stripped prefix: kheres-pattern
Khornate eviscerator,Eviscerator,https://warhammer40k.fandom.com/wiki/Eviscerator,base_fallback,stripped prefix: khornate
Khymerae talons,,,needs_check,not in report anchor set; resolve via live wiki API
Killa jet,,,needs_check,not in report anchor set; resolve via live wiki API
Killkannon,,,needs_check,not in report anchor set; resolve via live wiki API
Killsaw,,,needs_check,not in report anchor set; resolve via live wiki API
Kinetic destroyer,,,needs_check,not in report anchor set; resolve via live wiki API
Klaive,,,needs_check,not in report anchor set; resolve via live wiki API
Klaw of Gork,,,needs_check,not in report anchor set; resolve via live wiki API
Klaw of Mork,,,needs_check,not in report anchor set; resolve via live wiki API
Knarloc beak and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Knucklebustas,,,needs_check,not in report anchor set; resolve via live wiki API
Kombi-weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Konstantin’s hooves,,,needs_check,not in report anchor set; resolve via live wiki API
Kopta rokkits,,,needs_check,not in report anchor set; resolve via live wiki API
Krakstorm grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Kratos battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Krieg heavy flamer,Heavy Flamer,https://warhammer40k.fandom.com/wiki/Heavy_Flamer,base_fallback,stripped prefix: krieg
Kromlôk’s Revenge,,,no_match,report: no standalone Fandom article
Kroot bolt thrower,,,needs_check,not in report anchor set; resolve via live wiki API
Kroot carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Kroot long gun,,,needs_check,not in report anchor set; resolve via live wiki API
Kroot pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Kroot pistol and hunting javelins,,,needs_check,not in report anchor set; resolve via live wiki API
Kroot rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Kroot scattergun,,,needs_check,not in report anchor set; resolve via live wiki API
Krootox fists,,,needs_check,not in report anchor set; resolve via live wiki API
Krusha kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Kustom grot blasta,,,needs_check,not in report anchor set; resolve via live wiki API
Kustom mega-blasta,,,needs_check,not in report anchor set; resolve via live wiki API
Kustom mega-kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Kustom mega-slugga,,,needs_check,not in report anchor set; resolve via live wiki API
Kustom mega-zappa,,,needs_check,not in report anchor set; resolve via live wiki API
Kustom shokk rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Kustom shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Kytan cleaver,,,needs_check,not in report anchor set; resolve via live wiki API
Kytan gatling cannon,,,needs_check,not in report anchor set; resolve via live wiki API
L7 missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Lacerator and daemonic claw,,,needs_check,not in report anchor set; resolve via live wiki API
Lady’s Blade,,,needs_check,not in report anchor set; resolve via live wiki API
Lakrimae,,,no_match,report: no standalone Fandom article
Lamprey bite,,,needs_check,not in report anchor set; resolve via live wiki API
Lance of Illumination,,,needs_check,not in report anchor set; resolve via live wiki API
Lancer laser destroyer,,,needs_check,not in report anchor set; resolve via live wiki API
Landing ramp,,,needs_check,not in report anchor set; resolve via live wiki API
Lantern,,,no_match,report: no standalone Fandom article
Larkin’s long-las,,,needs_check,not in report anchor set; resolve via live wiki API
Las fusil,,,needs_check,not in report anchor set; resolve via live wiki API
Las-beam cutter,,,needs_check,not in report anchor set; resolve via live wiki API
Las-impulsor,,,needs_check,not in report anchor set; resolve via live wiki API
Las-talon,,,needs_check,not in report anchor set; resolve via live wiki API
Lasblaster,,,needs_check,not in report anchor set; resolve via live wiki API
Lascannon,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,verified,base article
Lascannons,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,verified,base article
Lascarbine,,,needs_check,not in report anchor set; resolve via live wiki API
Laser blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Laser destroyer,,,needs_check,not in report anchor set; resolve via live wiki API
Laser lance,,,needs_check,not in report anchor set; resolve via live wiki API
Laser volley cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Lasgun,,,needs_check,not in report anchor set; resolve via live wiki API
Lasgun array,,,needs_check,not in report anchor set; resolve via live wiki API
Lash of Khorne,,,needs_check,not in report anchor set; resolve via live wiki API
Lash of Slaanesh,,,needs_check,not in report anchor set; resolve via live wiki API
Lash of Torment,,,needs_check,not in report anchor set; resolve via live wiki API
Lash whip,,,needs_check,not in report anchor set; resolve via live wiki API
Lasher tendrils,,,needs_check,not in report anchor set; resolve via live wiki API
Lashes of torment,,,needs_check,not in report anchor set; resolve via live wiki API
Lashing tongue,,,needs_check,not in report anchor set; resolve via live wiki API
Lashing warp energies,,,needs_check,not in report anchor set; resolve via live wiki API
Lashwhip pods,,,needs_check,not in report anchor set; resolve via live wiki API
Laspistol,,,needs_check,not in report anchor set; resolve via live wiki API
Last Argument and power fist,,,needs_check,not in report anchor set; resolve via live wiki API
Lastrum bolt cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Lastrum storm bolter,Storm Bolter,https://warhammer40k.fandom.com/wiki/Storm_Bolter,base_fallback,stripped prefix: lastrum
Leader’s bio-weapons,,,skip,psychic power / structural / limb profile
Leaper’s talons,,,needs_check,not in report anchor set; resolve via live wiki API
Lelith’s blades,,,needs_check,not in report anchor set; resolve via live wiki API
Leman Russ battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Leviathan siege claw,,,needs_check,not in report anchor set; resolve via live wiki API
Leviathan siege drill,,,needs_check,not in report anchor set; resolve via live wiki API
Liberator autostubs,,,needs_check,not in report anchor set; resolve via live wiki API
Lictor claws and talons,,,needs_check,not in report anchor set; resolve via live wiki API
Life-draining touch,,,needs_check,not in report anchor set; resolve via live wiki API
